Name,Link,Publisher,Score /5,Summary,created time,year,만들고 참여한 사람,상태,종류
바그다드 카페,,,SUPERSUPER,,2021년 8월 17일 오후 11:54,2021,퍼시 아들론,완주,Film
《이력서를 잘 쓰려면》,,,,,2021년 8월 19일 오후 7:55,2021,,진행중,Article
남색대문,,,⭐️⭐️⭐️⭐️,계륜미 내 심장 돌려놔,2021년 8월 25일 오전 1:02,2021,"계륜미, 이치엔",완주,Film
청바지 돌려입기,,,⭐️⭐️⭐️⭐️,,2021년 8월 28일 오전 1:21,2021,"블레이크 라이블리, 켄 콰피스",완주,Film
금발이 너무해,,,⭐️⭐️⭐️,,2021년 8월 28일 오전 1:21,2021,"로버트 루케틱, 리즈 위더스푼",완주,Film
모가디슈,,,⭐️⭐️⭐️⭐️⭐️,,2021년 10월 8일 오후 11:42,2021,"구교환, 김소진, 김윤석, 류승완, 박경혜, 정만식, 조인성, 허준호",완주,Film
파프리카,,,⭐️⭐️⭐️⭐️,,2021년 10월 8일 오후 11:43,2021,"곤 사토시, 쓰쓰이 야스타카",완주,Film
라스트 듀얼,,,⭐️⭐️⭐️⭐️,,2021년 10월 25일 오전 12:03,2021,리들리 스콧,완주,Film
킹덤,,,SUPERSUPER,,2021년 10월 25일 오전 12:05,2021,"김은희, 배두나, 전지현, 주지훈, 허준호",완주,TV Series
에놀라 홈즈,,,⭐️⭐️⭐️,,2021년 10월 25일 오전 12:06,2021,"밀리 보비 브라운, 헤리 브레드비어",완주,Film
슬기로운 의사생활,,,⭐️⭐️⭐️⭐️,,2021년 10월 25일 오전 12:07,2021,"신원호, 유연석, 이우정, 전미도, 정경호, 조정석",완주,TV Series
샹치와 텐링즈의 전설,,디즈니,⭐️⭐️⭐️,,2021년 10월 25일 오전 12:08,2021,"데스틴 다니엘 크레톤, 시무리우, 아콰 피나, 양자경, 양조위, 장멍얼",완주,Film
프리 가이,,,⭐️⭐️⭐️⭐️,,2021년 10월 25일 오전 12:09,2021,"라이언 레이놀즈, 숀 레비, 조 키어리, 조디 코머",완주,Film
와인 패밀리,,,⭐️⭐️⭐️,,2021년 10월 25일 오전 12:10,2021,"숀 시스터나, 조 판톨리아노",완주,Film
피닉스,,,SUPERSUPER,,2021년 10월 25일 오전 12:10,2021,"니나 호스, 로널드 제르펠트, 크리스티안 페촐트",완주,Film
테넷,,,⭐️⭐️⭐️⭐️,,2021년 10월 25일 오전 12:11,2021,"로버트 패틴슨, 존 데이비드 워싱턴, 크리스토퍼 놀란",완주,Film
하나와 앨리스,,,⭐️⭐️⭐️⭐️,,2021년 10월 25일 오전 12:12,2021,"아오이 유우, 이와이 슌지",완주,Film
쟈니 익스프레스,,,⭐️⭐️⭐️⭐️⭐️,애니메이션,2021년 10월 25일 오전 12:13,2021,"우경민, 지상 킴",완주,Film
레이디스 나잇,,,⭐️⭐️⭐️⭐️,,2021년 10월 25일 오전 12:13,2021,"루시아 애니엘로, 스칼렛 요한슨, 조이 크래비츠, 질리언 벨, 케이트 맥키넌",완주,Film
꿈이 나에게 건네는 말,,위즈덤하우스,⭐️⭐️⭐️,,2021년 11월 29일 오후 2:39,2021,고혜경,완주,Book
축소주의자가 되기로 했다,,카멜북스,⭐️⭐️⭐️⭐️,,2021년 11월 29일 오후 2:42,2021,이보람,완주,Book
신령님이 보고계셔,,위즈덤하우스,⭐️⭐️⭐️⭐️,,2021년 11월 29일 오후 2:48,2021,홍칼리,완주,Book
기적의 만다라트,,책비,⭐️⭐️⭐️,,2021년 11월 29일 오후 2:50,2021,"시바야마 겐타로, 하라다 다카시",완주,Book
한국의 그림책 작가들에게 묻다,,한겨레출판,SUPERSUPER,,2021년 11월 29일 오후 2:55,2021,최혜진,완주,Book
아름다움을 만드는 일,,온다프레스,,,2021년 11월 29일 오후 3:45,2021,윌리엄 모리스,진행중,Book
나의 사적인 예술가들(오디오북),,을유문화사,⭐️⭐️⭐️⭐️,,2021년 11월 29일 오후 4:05,2021,윤혜정,완주,Book
그린 파파야 향기,,,SUPERSUPER,,2021년 11월 29일 오후 4:20,2021,쩐아인훙,완주,Film
프렌치 디스패치,,,SUPERSUPER,,2021년 11월 29일 오후 4:21,2021,"레아 세이두, 리나 쿠드리, 베니시오 델 토로, 빌 머레이, 스티브 박, 시얼샤 로넌, 에드워드 노튼, 에이드리언 브로디, 오웬 윌슨, 웨스 앤더슨, 윌렘 대포, 제프리 라이트, 케이트 윈슬렛, 토니 레볼로리, 티모시 샬라메, 틸다 스윈튼, 프랜시스 맥도먼드",완주,Film
미술관 옆 동물원,,,⭐️⭐️⭐️⭐️,,2021년 11월 29일 오후 4:21,2021,"심은하, 안성기, 이성재, 이정향",완주,Film
구경이,,,SUPERSUPER,,2021년 11월 29일 오후 4:24,2021,"곽선영, 김혜숙, 김혜준, 박지빈, 백성철, 성초이, 이영애, 이정흠, 이홍내, 조현철",완주,TV Series
번 애프터 리딩,,,⭐️⭐️⭐️⭐️,,2021년 11월 29일 오후 4:24,2021,"브래드 피트, 조지 클루니, 존 말코비치, 코엔 형제, 틸다 스윈튼, 프랜시스 맥도먼드",완주,Film
수도자처럼 생각하기,,다산북스,⭐️⭐️⭐️⭐️,,2021년 12월 17일 오후 11:03,2021,제이 셰티,완주,Book
올해의 작가상 2021,,,⭐️⭐️⭐️⭐️⭐️,,2021년 12월 17일 오후 11:46,2021,,완주,Exhibition
"MMCA 현대차 시리즈 2021:문경원 전준호 미지에서 온 소식, 자유의 마을",,,⭐️⭐️⭐️⭐️,,2021년 12월 17일 오후 11:46,2021,,완주,Exhibition
프로젝트 해시태그 2021,,,⭐️⭐️⭐️,,2021년 12월 17일 오후 11:46,2021,,완주,Exhibition
사랑할 때 이야기하는 것들,,,⭐️⭐️⭐️⭐️⭐️,,2021년 12월 18일 오전 12:01,2021,"변승욱, 최은영, 한석규",완주,Film
헤이조이스 NFT 특강,,,⭐️⭐️⭐️⭐️,,2021년 12월 20일 오후 2:15,2021,,완주,Program
환상의 버섯,,,SUPERSUPER,,2021년 12월 20일 오후 2:16,2021,루이 슈왈츠버그,완주,Documentary
엘르,,,⭐️⭐️⭐️⭐️,,2021년 12월 20일 오후 2:16,2021,"이자벨 위페르, 파울 페르후번",완주,Film
첨밀밀 Almost a Love story,,,⭐️⭐️⭐️⭐️⭐️,"사랑에 빠지는 장면의 묘사와, 복잡다단한 사람의 마음과, 그럼에도 운명적인 사랑에 대한 이야기. 한 번 더 보고싶어",2022년 1월 12일 오후 10:24,2022,"리밍, 장만옥, 쩡쯔웨이, 천커신",완주,Film
식물 저승사자,,지콜론북,⭐️⭐️⭐️⭐️,귀여운 식물 일대기,2022년 1월 12일 오후 10:24,2022,"박정은, 정수진",완주,Book
로건 럭키,,,⭐️⭐️⭐️⭐️,"적당히 재밌는 강도 이야기. 스타일리쉬하기보단 빈곤한, 하자 있는 사람들의 한방?  ",2022년 1월 12일 오후 10:26,2022,"다니엘 크레이그, 라일리 키오, 스티븐 소더버그, 아담 드라이버, 채닝 테이텀",완주,Film
비수기의 전문가들,,워크룸프레스,SUPERSUPER,,2022년 1월 31일 오후 3:47,2017,김한민,완주,Graphic Book
"아무튼, 비건",,위고,SUPERSUPER,,2022년 1월 31일 오후 3:48,2018,김한민,완주,Book
사랑도 보류가 되나요,,북스토리,⭐️⭐️⭐️⭐️,"상당히 시적이고 추상적이지만, 어떤 흐름이 명확히 느껴짐",2022년 1월 31일 오후 4:23,2018,마리옹 파욜,완주,Graphic Book
짱구 극장판 11기 : 영광의 불고기 로드,,,⭐️⭐️⭐️⭐️,꽤 재밌고 작화가 좋음,2022년 1월 31일 오후 5:24,2022,,완주,Film
짱구 극장판 9기 : 어른제국의 역습,,,⭐️⭐️⭐️⭐️⭐️,"향수를 불러일으키는, 조금은 슬픈",2022년 1월 31일 오후 5:24,2022,,완주,Film
짱구 극장판 10기 : 태풍을 부르는 장엄한 전설의 전투,,,⭐️⭐️⭐️⭐️⭐️,"새드앤딩, 단정하고 옛날 영상미, 전쟁의 아픔",2022년 1월 31일 오후 5:24,2022,,완주,Film
짱구 극장판 5기 : 암흑 타마타마 대추적,,,⭐️⭐️⭐️,이런걸 애들 보라고 만들어도 되는지는 모르겠지만 머랄까 짱구의 가장 정수..?,2022년 1월 31일 오후 5:26,2022,,완주,Film
짱구 극장판 7기 : 폭발! 온천 부글부글 대작전,,,⭐️⭐️⭐️,웃기긴 했나.. 먼가 젤 재미 없엇음,2022년 1월 31일 오후 5:26,2022,,완주,Film
케이트 앤 레오폴드,,,⭐️⭐️⭐️,이야기 자체가 재미는 없었는데 그시절 옷과 풍경보는 재미가 쏠쏠했음. 휴잭맨 존나 잘생김 ㅠ,2022년 1월 31일 오후 5:27,2022,"맥 라이언, 제임스 맨골드, 휴 잭맨",완주,Film
퀴어 아이,,,⭐️⭐️⭐️⭐️⭐️,이 시대에 필요한 힐링 예능..,2022년 1월 31일 오후 5:29,2022,"데이비드 콜린스, 바비 버크, 안토니 퍼로스키, 조너선 밴 네스, 카라모 브라운, 탠 프랜스",완주,TV Series
마녀 배달부 키키,,지브리,⭐️⭐️⭐️⭐️,"지브리의 영웅은 소녀들. ",2022년 1월 31일 오후 5:31,2022,미야자키 하야오,완주,Film
어나더 라운드,,,⭐️⭐️⭐️⭐️⭐️,술로 무언가를 해결하려 하지 맙시다.. 매즈 미켈슨은 잘생겼음,2022년 1월 31일 오후 5:32,2022,"매즈 미켈슨, 토마스 빈터베르",완주,Film
왕좌의 게임,,,SUPERSUPER,,2022년 1월 31일 오후 5:55,2016,,진행중,TV Series
스트레인지 띵스,,,⭐️⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 5:56,2018,,완주,TV Series
솔로몬의 위증,,,⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 5:56,"2016, 2017",,완주,TV Series
오베라는 남자,,,⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:19,2017,,완주,Film
쉐이프 오브 워터,,,SUPERSUPER,,2022년 1월 31일 오후 6:20,2017,"기예르모 델 토로, 마이클 섀넌, 셸리 호킨스, 옥타비아 스펜서",완주,Film
내 사랑,,,⭐️⭐️⭐️⭐️,캐나다 화가 모드 루이스의 사랑과 삶과 그림,2022년 1월 31일 오후 6:21,2017,"셸리 호킨스, 에단 호크, 에이슬링 월시",완주,Film
자기만의 방,,민음사,⭐️⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:23,2017,버지니아 울프,완주,Book
엑시트,,,⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:24,2019,"윤아, 이상근, 조정석",완주,Film
여성혐오를 혐오한다,,은행나무,⭐️⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:26,2015,우에노 치즈코,완주,Book
거울 앞에서 너무 많은 시간을 보냈다,,웅진하우스,⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:27,2017,러네이 엥겔른,완주,Book
동물을 먹는다는 것에 대하여,,,⭐️⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:29,2017,"나탈리 포트만, 크리스토퍼 딜런 퀸",완주,Documentary
더 게임 체인저스,,,⭐️⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:31,2019,"루이 시호요스, 성룡, 아놀드 슈왈제네거",완주,Documentary
"사랑할까, 먹을까",,휴,⭐️⭐️⭐️⭐️⭐️,감정적으로 논리적으로 잘 정리한 책,2022년 1월 31일 오후 6:35,2022,황윤,완주,Book
잡식가족의 딜레마,,,⭐️⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:37,,황윤,완주,Documentary
저스트 키즈,,아트 북스,⭐️⭐️⭐️⭐️⭐️,패티 스미스와 로버트 메이플소프 젊은 날의 자화상,2022년 1월 31일 오후 6:47,2022,패티 스미스,완주,Book
아무개씨의 수상한 저녁,,,⭐️⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:49,2022,요안나 콘세이요,완주,Graphic Book
마지막 거인,,디자인 하우스,SUPERSUPER,,2022년 1월 31일 오후 6:49,2022,프랑수아 플라스,완주,Graphic Book
꽃들의 말,,,⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:49,2022,"요안나 콘세이요, 장 프랑수아 샤바",완주,Graphic Book
곰사냥을 떠나자,,시공주니어,⭐️⭐️⭐️,,2022년 1월 31일 오후 6:50,2021,"마이클 로젠, 헬린 옥스버리",완주,Graphic Book
이상한 화요일,,,⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:50,2019,데이비드 위즈너,완주,Graphic Book
공룡 싱클레어의 하루,,,⭐️⭐️⭐️⭐️⭐️,골때림,2022년 1월 31일 오후 6:50,2022,"안젤리카 카우프만, 프리테리케 미이뢰커",완주,Graphic Book
야호 비온다,,,⭐️⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:50,2021,피터 스피어,완주,Graphic Book
모자 사세요,,,⭐️⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:50,2021,에스퍼 슬로보드키나,완주,Graphic Book
이건 꿈일 뿐이야,,,⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:51,2021,크리스 반 알스버그,완주,Graphic Book
눈사람 아저씨,,,⭐️⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:52,2022,레이먼드 브리그스,완주,Graphic Book
세상에서 가장 멋진 장례식,,,⭐️⭐️⭐️⭐️,,2022년 1월 31일 오후 6:55,2021,울프 닐손,완주,Graphic Book
크리스마스의 악몽,https://music.youtube.com/watch?v=VgL4graXGOo&feature=share,,SUPERSUPER,,2022년 1월 31일 오후 9:04,,팀 버튼,완주,
지구 끝의 온실,,,⭐️⭐️⭐️⭐️⭐️,"식물이..세상을.. 지배한다..!! ",2022년 2월 5일 오전 11:40,2022,김초엽,완주,Book
라이더스 오브 저스티스,,,⭐️⭐️⭐️⭐️⭐️,웃기고.. 부시고. .다해.. 너무 따뜻하고 재밌는 부서진 사람들의 영화,2022년 2월 5일 오후 1:20,2022,"매즈 미켈슨, 앤더스 토머스 옌센",완주,Film
아름다운 날들,,,⭐️⭐️⭐️⭐️⭐️,,2022년 2월 14일 오후 12:58,2022,장 쟈크 샹페,완주,Graphic Book
짱구 극장판 12기 : 폭풍을 부르는 석양의 떡잎마을 방범대,,,⭐️⭐️⭐️,"어.. 폭주한다 ",2022년 2월 14일 오후 1:07,2022,,완주,Film
싸이보그지만 괜찮아,,,⭐️⭐️⭐️⭐️⭐️,,2022년 2월 18일 오전 12:24,2022,"박찬욱, 비, 임수정",완주,Film
일장춘몽,,,⭐️⭐️⭐️⭐️,,2022년 2월 21일 오전 12:45,2022,"김옥빈, 박정민, 박찬욱, 유해진",완주,Film
리코리쉬 피자,,,⭐️⭐️⭐️,,2022년 2월 21일 오전 12:48,2022,"쿠퍼 호프만, 폴 토머스 앤더슨",완주,Film
좀머씨 이야기,,,⭐️⭐️⭐️⭐️,,2022년 2월 24일 오전 9:55,2022,파트리크 쥐스킨트,완주,Book
레디 플레이어 원,,,⭐️⭐️⭐️⭐️,,2022년 2월 26일 오후 7:45,2022,스티븐 스필버그,완주,Film
크립토 주,,,⭐️⭐️⭐️⭐️,,2022년 2월 27일 오후 6:18,2022,대쉬 쇼,완주,Film
페기 구겐하임:아트애딕트,,,⭐️⭐️⭐️⭐️,,2022년 2월 27일 오후 6:20,2022,"로버트 드 니로, 리사 아모르디노 브리랜드, 마리나 아브라모비치",완주,Documentary
존 버거의 사계,,,⭐️⭐️⭐️⭐️⭐️,,2022년 2월 27일 오후 6:22,2022,"존 버거, 틸다 스윈튼",완주,Film
다른 방식으로 보기 | Ways of Seeing,,열화당,⭐️⭐️⭐️⭐️⭐️,,2022년 2월 27일 오후 6:24,2022,존 버거,완주,Book
사이의 거리,,,SUPERSUPER,,2022년 3월 12일 오전 11:43,2022,리베카 솔닛,완주,Book
소년심판,,,⭐️⭐️⭐️,,2022년 3월 12일 오전 11:47,2022,김혜수,완주,TV Series
나이트매어 앨리,,,⭐️⭐️⭐️⭐️⭐️,,2022년 3월 15일 오후 11:52,2022,"기예르모 델 토로, 루니 마라, 브레들리 쿠퍼, 케이트 블란쳇",완주,Film
경계선,,,⭐️⭐️⭐️⭐️⭐️,,2022년 3월 25일 오후 12:55,2022,"알리 아바시, 에바 멜란데르",완주,Film
홀리모터스,,,⭐️⭐️⭐️⭐️,,2022년 3월 25일 오후 12:56,2022,"드니 라방, 레오 까락스",완주,Film
아네트,,,⭐️⭐️⭐️,,2022년 3월 25일 오후 12:57,2022,"레오 까락스, 마리옹 꼬띠아르, 아담 드라이버",완주,Film
마르지엘라,,,⭐️⭐️⭐️⭐️,,2022년 3월 25일 오후 1:00,2022,,완주,Documentary
블레이드 러너 2049,,,⭐️⭐️⭐️⭐️,,2022년 3월 25일 오후 1:02,2022,"드니 빌뇌브, 라이언 고슬링",완주,Film
애니 레보비츠 : 렌즈를 통해 들여다본 삶,,,⭐️⭐️⭐️⭐️,,2022년 3월 25일 오후 1:18,2022,"수전 손택, 애니 레보비츠",완주,Film
"가령, 역사의 밖에서 역사를 쓸 수 있을까?",https://brunch.co.kr/@sceneryoftoday/8,,⭐️⭐️⭐️⭐️⭐️,,2022년 3월 25일 오후 1:42,2022,신인아,완주,Article
은둔기계,,,SUPERSUPER,,2022년 3월 25일 오후 3:15,2022,김홍중,완주,Book
노인을 위한 나라는 없다,,,⭐️⭐️⭐️⭐️⭐️,,2022년 3월 29일 오후 2:47,2022,"코엔 형제, 토머 리 존스, 하비에르 바르뎀",완주,Film
기상청 사람들,,,⭐️⭐️⭐️,,2022년 4월 3일 오후 1:11,2022,"박민영, 송강",완주,TV Series
모브사이코100,,,⭐️⭐️⭐️⭐️,,2022년 4월 6일 오후 11:45,2022,,진행중,TV Series
박쥐,,,SUPERSUPER,,2022년 4월 6일 오후 11:45,2022,"김옥빈, 김해숙, 박찬욱, 송강호",완주,Film
앤디워홀일기,,,,,2022년 4월 6일 오후 11:47,2022,,진행중,"Documentary, TV Series"
워터릴리스,,,SUPERSUPER,,2022년 4월 6일 오후 11:48,2022,"셀린 시아마, 아델 에넬",완주,Film
애비규환,,,SUPERSUPER,,2022년 4월 8일 오후 3:44,2022,"강말금, 남문철, 신재휘, 이해영, 장혜진, 정수정, 최덕문, 최하나",완주,Film
아메리칸 싸이코,,,⭐️⭐️⭐️⭐️,,2022년 4월 24일 오후 11:07,2022,"메리 해론, 윌렘 대포, 자레드 레토, 크리스챤 베일",완주,Film
시리어스 맨,,,⭐️⭐️⭐️⭐️,,2022년 4월 24일 오후 11:08,2022,"리처드 카인드, 마이클 스털버그, 코엔 형제, 프레드 멜라메드",완주,Film
세자매,,,SUPERSUPER,,2022년 5월 4일 오전 12:47,2022,"김가희, 김선영, 문소리, 이승원, 장윤주",완주,Film
하트스토퍼 시즌 1,,,⭐️⭐️⭐️⭐️⭐️,,2022년 5월 4일 오전 12:47,2022,앨리스 오스먼,완주,TV Series
몸값,,,⭐️⭐️⭐️⭐️⭐️,,2022년 5월 4일 오전 12:48,2022,"박형수, 이주영, 이충현",완주,Film
올드보이,,,⭐️⭐️⭐️⭐️⭐️,,2022년 5월 4일 오전 12:49,2022,"강혜정, 박찬욱, 유지태, 최민식",완주,Film
메이플 쏘프,,,⭐️⭐️⭐️,,2022년 5월 5일 오전 1:42,2022,"랜디 바바토, 펜튼 베일리",완주,Film
철학vs철학,,,,,2022년 5월 5일 오후 10:53,2022,강신주,진행중,Book
애도일기,,,⭐️⭐️⭐️⭐️,,2022년 5월 13일 오후 9:48,2022,롤랑 바르트,완주,Book
Earth Tech 지구가 허락할 때까지,,,⭐️⭐️⭐️⭐️,,2022년 6월 3일 오후 10:48,2022,이병한,완주,Book
부자연의 선택,https://www.netflix.com/watch/80208833?source=35&trackId=254743534,,⭐️⭐️⭐️⭐️,,2022년 6월 12일 오전 11:49,2022,"레이어 카우프만, 조 에젠더",완주,Documentary
슈퍼맨 각성제,,,⭐️⭐️⭐️,,2022년 6월 13일 오전 12:44,2022,앨리슨 클레이만,완주,Documentary
고양이를 부탁해,,,⭐️⭐️⭐️⭐️⭐️,,2022년 6월 25일 오후 4:08,2022,"배두나, 옥고운, 이요원, 정재은",완주,Film
강구바이 카티아와디 : 마피아 퀸,,,⭐️⭐️⭐️⭐️,,2022년 6월 25일 오후 4:10,2022,"산자이 릴라 반살리, 알리아 바트",완주,Film
천하장사 마돈나,,,⭐️⭐️⭐️⭐️,,2022년 6월 25일 오후 4:20,2022,"김윤석, 류덕환, 문세윤, 백윤식, 이상아, 이언, 이해영, 이해준",완주,Film
브리저튼 2,,Netflix,⭐️⭐️⭐️⭐️,,2022년 6월 25일 오후 4:25,2022,시몬 애슐리,완주,TV Series
아들러의 인간이해,,,⭐️⭐️⭐️⭐️,,2022년 6월 25일 오후 4:27,2022,알프레드 아들러,완주,Book
아빠 풍선,,,SUPERSUPER,,2022년 6월 25일 오후 4:30,2022,박새한,완주,Graphic Book
더 이상 아이를 먹을 수는 없어!,,고트,⭐️⭐️⭐️⭐️⭐️,,2022년 6월 25일 오후 4:31,2022,"로이크 프루아사르, 콜린 피에레",완주,Graphic Book
MOMO TWINS,,,⭐️⭐️⭐️⭐️⭐️,,2022년 6월 25일 오후 4:32,2022,하호하호,완주,Graphic Book
달까지 가자,,,⭐️⭐️⭐️,,2022년 6월 25일 오후 9:19,2022,장류진,완주,Book
호랑이는 왜 바다로 갔나,,,⭐️⭐️⭐️⭐️,,2022년 7월 6일 오후 1:17,2022,윤대녕,완주,Book
헤어질 결심,,,SUPERSUPER,,2022년 7월 6일 오후 1:19,2022,"박찬욱, 박해일, 탕웨이",완주,Film
릴리 슈슈의 모든 것,,,⭐️⭐️⭐️⭐️⭐️,,2022년 7월 6일 오후 1:20,2022,"아오이 유우, 오시나리 슈고, 이와이 슌지, 이치하라 하야토, 이토 아유미",완주,Film
,,,,,2022년 7월 12일 오후 1:33,2021,,,
존 말코비치되기,,,⭐️⭐️⭐️⭐️⭐️,,2022년 7월 18일 오후 11:43,2022,"존 말코비치, 존 쿠삭, 카메론 디아즈",완주,Film
드라큐라,,,,,2022년 7월 23일 오전 10:17,2022,"게리 올드만, 앤서니 홉킨스, 위노나 라이더, 키아누 리브스, 프란시스 포드 코폴라",진행중,Film
이상한 변호사 우영우,,,⭐️⭐️⭐️⭐️⭐️,,2022년 7월 23일 오전 10:17,2022,,완주,TV Series
유령인데 어쩌라고,,,⭐️⭐️,,2022년 7월 23일 오전 10:28,2022,,완주,TV Series
프랑켄슈타인,,문학동네,⭐️⭐️⭐️⭐️⭐️,,2022년 7월 23일 오전 10:29,2022,"김선형, 메리 셸리",완주,Book
바후발리,,,⭐️⭐️⭐️⭐️⭐️,,2022년 8월 2일 오후 1:23,2022,,완주,Film
RRR,,,⭐️⭐️⭐️⭐️⭐️,,2022년 8월 2일 오후 1:23,2022,,완주,Film
서양미술사,,,SUPERSUPER,,2022년 8월 3일 오후 3:12,2022,E.H.곰브리치,진행중,Book
퍼펙트 케어,,,⭐️⭐️⭐️⭐️,,2022년 8월 27일 오전 12:41,2022,,완주,Film
"여보,나의 마누라, 나의 애인",,,⭐️⭐️⭐️⭐️,,2022년 8월 27일 오전 12:42,2022,,완주,Book
별을 심는 자들,,,⭐️⭐️⭐️⭐️⭐️,,2022년 9월 4일 오전 12:31,2022,로이스 파티뇨,완주,Film
멋진세계,,,SUPERSUPER,,2022년 9월 4일 오전 1:13,2022,,완주,Film
사랑하면 누구나 최악이 된다,,,⭐️⭐️⭐️⭐️,,2022년 9월 4일 오전 1:14,2022,,완주,Film
애프터양,,,⭐️⭐️⭐️⭐️⭐️,,2022년 9월 13일 오전 1:26,2022,,완주,Film
아멘어맨,,,⭐️⭐️⭐️⭐️,,2022년 10월 11일 오후 3:35,2022,,완주,Film
줄리아나 도쿄,,,⭐️⭐️⭐️⭐️,,2022년 10월 11일 오후 3:35,2022,,완주,Book
정직한 후보,,,⭐️⭐️⭐️⭐️,,2022년 10월 11일 오후 3:35,2022,,완주,Film
인형이야기,,,SUPERSUPER,,2022년 10월 11일 오후 3:35,2022,,완주,Film
물고기는 존재하지 않는다,,,SUPERSUPER,,2022년 10월 21일 오후 5:17,2022,,완주,Book
스내치,,,⭐️⭐️⭐️⭐️⭐️,,2022년 10월 21일 오후 5:17,2022,가이 리치,완주,Film
그랜토리노,,,⭐️⭐️⭐️⭐️⭐️,,2022년 11월 7일 오전 1:51,2022,,완주,Film
에브리띵 에브리웨어 올앳원스,,,SUPERSUPER,,2022년 11월 7일 오전 1:51,2022,,완주,Film
나이트 피셔,,,⭐️⭐️⭐️,,2022년 11월 7일 오전 1:52,2022,,완주,Graphic Book
이만하면 괜찮은 결심,,,⭐️⭐️⭐️⭐️,,2022년 11월 7일 오전 1:52,2022,,완주,Graphic Book
두 마녀 이야기,,,⭐️⭐️⭐️⭐️,,2022년 11월 7일 오전 1:52,2022,,완주,Graphic Book
귀멸의 칼날,,,⭐️⭐️⭐️,,2022년 11월 7일 오전 1:52,2022,,완주,Graphic Book
뮤,,,⭐️⭐️⭐️⭐️,,2022년 11월 24일 오전 1:53,2022,데즈카 오사무,완주,Graphic Book
아돌프에게 고한다,,,⭐️⭐️⭐️⭐️⭐️,,2022년 11월 24일 오전 1:54,2022,데즈카 오사무,완주,Graphic Book
더 메뉴,,,⭐️⭐️⭐️⭐️,,2022년 11월 24일 오전 1:55,2022,"니콜라스 홀트, 레이프 파인스, 마크 미로드, 안야 테일러 조이",완주,Film
정직한 후보 2,,,⭐️⭐️⭐️⭐️,,2022년 11월 24일 오전 1:56,2022,"라미란, 장유정",완주,Film
7층,,,⭐️⭐️⭐️⭐️⭐️,,2022년 11월 24일 오전 1:56,2022,오사 게렌발,완주,Graphic Book
웬즈데이 아담스,,,⭐️⭐️⭐️,,2022년 12월 1일 오전 12:37,2022,,완주,TV Series
아멜리에,,,⭐️⭐️⭐️⭐️⭐️,,2022년 12월 1일 오전 12:37,2022,,완주,Film
최재천의 공부,,,⭐️⭐️⭐️⭐️⭐️,,2022년 12월 1일 오전 12:39,2022,,완주,Book
"책장을 번지다, 예술을 읽다",,이음,,,2022년 12월 3일 오후 10:49,2022,"심보선, 이상길",진행중,Book
매드맥스,,,SUPERSUPER,,2022년 12월 10일 오전 12:48,2022,,완주,Film
베를린 천사의 시,,,,,2022년 12월 19일 오전 1:34,2022,,완주,Film
스카팽,,,,,2022년 12월 19일 오전 1:34,2022,,완주,Theater
본즈앤올,,,,,2022년 12월 19일 오전 1:34,2022,,완주,Film
스터츠 : 마음을 다스리는 마스터,,,,,2022년 12월 19일 오전 1:36,2022,,완주,Documentary
러시아 아방가르드의 이론과 실제,,,,,2022년 12월 20일 오후 2:44,2022,,진행중,Book
몬스터,,,,,2022년 12월 20일 오후 8:27,2022,,완주,Film
나이브스 아웃 : 글래스어니언,,,,,2023년 1월 3일 오후 11:04,2022,,완주,Film
3000년의 기다림,,,⭐️⭐️⭐️⭐️⭐️,,2023년 1월 3일 오후 11:05,2023,조지 밀러,완주,Film
정확한 사랑의 실험,,,SUPERSUPER,,2023년 1월 20일 오전 9:42,2023,신형철,완주,Book
뛰어놀며 운동장의 기울기를 바꾸기,,,⭐️⭐️⭐️⭐️⭐️,,2023년 1월 20일 오전 9:43,2023,"FDSC, 백희원",완주,Book
20세기 소년,,,⭐️⭐️⭐️⭐️⭐️,어린 시절의 추억과 향수가 기묘하게 엮여서 현재를 비틀어버린다. 상상력의 무서움. 향수가 불러일으키는게 다만 아련함은 아니라는 것. 기묘함과 무서움. 광증. 믿음,2023년 2월 28일 오후 12:37,2023,우라사와 나오키,완주,Graphic Book
브레네 브라운 : 나를 바꾸는 용기,,,⭐️⭐️⭐️⭐️⭐️,,2023년 2월 28일 오후 12:37,2023,,완주,Program
